City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,remire-montjoly,4.9167,-52.2667,32.02,55,0,5.14,GF,1693939501
83,cill airne,52.05,-9.5167,21.03,78,0,6.69,IE,1693940081
84,khenifra,32.9333,-5.6667,25.09,43,100,2.86,MA,1693940082
85,mahina,-17.5065,-149.489,25.87,78,75,3.09,PF,1693940082
86,zheleznodorozhnyy,55.7503,38.0042,16.87,55,100,2.46,RU,1693940083
87,hawaiian paradise park,19.5933,-154.9731,27.63,75,40,0.0,US,1693939567
88,mandiana,10.6333,-8.6833,23.98,92,99,2.1,GN,1693940084
89,san patricio,28.017,-97.5169,36.76,44,0,7.67,US,1693939657
90,ancud,-41.8697,-73.8203,9.07,93,100,7.81,CL,1693939620
91,tolanaro,-25.0319,46.9987,23.04,73,0,8.23,MG,1693939497
92,merizo village,13.2658,144.6691,27.77,95,100,1.26,GU,1693940086
93,albany,42.6001,-73.9662,32.19,63,48,0.89,US,1693939912
94,dickson,36.077,-87.3878,31.51,74,0,2.06,US,1693940087
95,sault ste. marie,46.5168,-84.3333,31.31,62,40,4.12,CA,1693940056
96,colonia,50.9333,6.95,26.01,57,0,2.06,DE,1693939590
97,vilyuchinsk,52.9306,158.4028,6.15,78,81,0.49,RU,1693939780
98,ankazoabo,-22.2833,44.5167,21.49,41,0,2.68,MG,1693940090
99,egilsstadir,65.2653,-14.3948,14.95,47,0,3.6,IS,1693940090
100,atafu village,-8.5421,-172.5159,28.46,75,6,6.97,TK,1693939635
101,mount pearl,47.5166,-52.7813,19.14,93,100,3.09,CA,1693939672
102,jaru,-10.4389,-62.4664,40.68,16,42,2.15,BR,1693940092
103,ambon,-3.6954,128.1814,27.15,95,40,1.03,ID,1693940093
104,iqaluit,63.7506,-68.5145,5.85,81,100,4.12,CA,1693939548
105,port mathurin,-19.6833,63.4167,22.66,75,0,7.51,MU,1693940094
106,villa gesell,-37.2639,-56.973,8.32,59,38,4.84,AR,1693940095
107,timbuktu,16.7735,-3.0074,35.53,27,61,3.82,ML,1693940095
108,fale old settlement,-9.3852,-171.2468,27.86,80,62,8.36,TK,1693939708
109,cooma,-36.2333,149.1333,-0.67,80,0,1.58,AU,1693940097
110,hamilton,39.1834,-84.5333,35.14,50,40,4.63,US,1693939806
111,ambodifotatra,-16.9833,49.85,23.43,76,4,4.7,MG,1693940098
112,greymouth,-42.4667,171.2,12.85,94,93,5.94,NZ,1693940098
113,pujali,22.4653,88.1517,28.97,91,100,2.51,IN,1693940099
114,lubsko,51.7847,14.972,21.62,74,96,2.05,PL,1693940099
115,ilulissat,69.2167,-51.1,6.01,87,75,2.06,GL,1693940100
116,tabou,4.423,-7.3528,25.12,85,22,3.53,CI,1693940101
117,champerico,14.3,-91.9167,34.3,62,18,2.66,GT,1693940102
118,bikenibeu village,1.3673,173.1241,28.98,79,20,3.6,KI,1693940103
119,mejit,10.2753,170.8646,28.22,68,7,6.04,MH,1693940104
120,praia da vitoria,38.7333,-27.0667,24.14,73,75,12.7,PT,1693939622
121,vila velha,-20.3297,-40.2925,29.97,81,20,5.14,BR,1693940105
122,kudahuvadhoo,2.6708,72.8944,27.93,76,24,5.54,MV,1693940106
123,lianzhou,24.7811,112.3825,23.73,95,71,1.5,CN,1693940106
124,illizi,26.4833,8.4667,39.89,13,8,3.54,DZ,1693940108
125,antalaha,-14.9003,50.2788,20.11,85,0,3.08,MG,1693939528
126,avarua,-21.2078,-159.775,24.03,64,33,6.17,CK,1693940109
127,udachny,66.4167,112.4,-0.86,92,44,3.69,RU,1693939276
128,tamanrasset,22.785,5.5228,27.95,32,40,5.14,DZ,1693940110
129,uglich,57.5275,38.3317,14.79,73,100,3.44,RU,1693940111
130,urangan,-25.3,152.9,19.1,86,1,2.21,AU,1693940111
131,peace river,56.2501,-117.286,12.17,76,100,2.06,CA,1693939798
132,mana,5.6592,-53.7767,29.68,67,6,5.42,GF,1693939807
133,longyearbyen,78.2186,15.6401,5.91,81,75,3.6,SJ,1693939556
134,constantia,44.1833,28.65,20.39,62,100,4.88,RO,1693939640
135,kuala tungkal,-0.8167,103.4667,25.66,79,100,3.47,ID,1693940114
136,altinyayla,39.2725,36.751,21.32,43,0,1.61,TR,1693940115
137,mersa matruh,31.3525,27.2453,28.11,69,40,4.63,EG,1693940116
138,motueka,-41.1333,173.0167,14.5,96,55,1.61,NZ,1693940116
139,enewetak,11.3474,162.3373,28.72,75,100,2.41,MH,1693939688
140,papatowai,-46.5619,169.4708,9.19,82,100,1.39,NZ,1693939564
141,plastun,44.7561,136.2939,17.2,92,0,3.14,RU,1693940118
142,ratnagiri,16.9833,73.3,26.39,84,99,2.91,IN,1693940119
143,isafjordur,66.0755,-23.124,13.02,76,75,6.69,IS,1693940119
144,ust-nera,64.5667,143.2,3.04,77,70,1.64,RU,1693940120
145,dudinka,69.4058,86.1778,4.79,76,72,2.09,RU,1693939626
146,kingston,17.997,-76.7936,33.53,74,40,10.29,JM,1693939558
147,yaren,-0.5472,166.916,28.54,78,40,7.98,NR,1693940122
148,happy valley-goose bay,53.3168,-60.3315,25.17,41,75,3.6,CA,1693939306
149,qaqortoq,60.7167,-46.0333,6.67,98,100,3.34,GL,1693939569
150,utrik,11.2278,169.8474,28.27,74,83,6.88,MH,1693940124
151,birnin kebbi,12.4539,4.1975,27.9,62,85,0.87,NG,1693940124
152,immokalee,26.4187,-81.4173,34.97,55,40,4.12,US,1693940093
153,nova sintra,14.8667,-24.7167,24.26,76,99,8.23,CV,1693940125
154,mersing,2.4312,103.8405,24.95,94,20,2.06,MY,1693940126
155,asau,46.4333,26.4,14.6,66,0,2.77,RO,1693940127
156,dikhil,11.5,42.1667,37.48,22,35,2.02,DJ,1693940127
157,marquette,46.5333,-87.6335,30.74,65,100,2.68,US,1693939840
158,aldinga beach,-35.2793,138.4604,11.48,80,0,4.76,AU,1693940117
159,yung shue wan,22.2333,114.1167,29.26,77,100,5.64,HK,1693940129
160,acarau,-2.8856,-40.12,29.18,61,2,9.61,BR,1693940130
161,mapimi,25.8167,-103.85,34.62,18,0,4.24,MX,1693940130
162,nabire,-3.3667,135.4833,24.43,92,98,1.37,ID,1693939719
163,susanville,40.4163,-120.653,22.12,55,0,2.06,US,1693940131
164,zhangye,38.9342,100.4517,23.61,38,20,1.25,CN,1693939788
165,strezhevoy,60.7333,77.5889,12.76,57,100,1.34,RU,1693940132
166,chernyshevskiy,63.0128,112.4714,-3.01,86,5,1.77,RU,1693940133
167,hotan,37.0997,79.9269,22.65,28,100,2.48,CN,1693939746
168,muisne,0.6,-80.0333,26.65,75,42,5.15,EC,1693940134
169,rosso,16.4986,-15.8153,29.47,66,100,5.98,SN,1693940134
170,cidreira,-30.1811,-50.2056,14.67,68,96,5.37,BR,1693940135
171,sheridan,44.8333,-106.9173,19.06,63,100,1.34,US,1693940136
172,aasiaat,68.7098,-52.8699,4.11,94,100,5.35,GL,1693940136
173,tofol,5.3248,163.0078,28.42,75,50,3.98,FM,1693939652
174,grants,35.1473,-107.8514,26.13,22,0,2.57,US,1693940097
175,hovd,48.0056,91.6419,14.92,31,100,2.65,MN,1693940138
176,itapolis,-21.5956,-48.8128,33.26,36,95,4.91,BR,1693940138
177,dhuusamarreeb,5.535,46.3861,31.27,35,94,7.91,SO,1693939575
178,ha'il,27.5219,41.6907,35.01,15,0,2.06,SA,1693939780
179,hell-ville,-13.4,48.2667,25.37,76,7,3.09,MG,1693940064
180,ocean shores,46.9737,-124.1563,19.14,75,100,4.63,US,1693940140
181,guangming,45.3333,122.7833,16.57,82,0,3.71,CN,1693940141
182,santa catalina,9.3337,122.8637,25.99,83,100,0.57,PH,1693940142
183,as sulayyil,20.4607,45.5779,35.14,16,56,2.59,SA,1693939724
184,riberalta,-10.9833,-66.1,35.11,43,75,2.06,BO,1693940144
185,gargalianoi,37.0667,21.6333,18.53,77,44,5.28,GR,1693940144
186,uturoa,-16.7333,-151.4333,24.98,82,94,10.77,PF,1693940145
187,pomichna,48.2422,31.4158,19.39,52,31,4.64,UA,1693940145
188,wloclawek,52.6482,19.0678,18.64,56,8,2.54,PL,1693940033
189,kodiak,57.79,-152.4072,10.73,82,0,0.0,US,1693940146
190,lai,9.3952,16.2989,22.43,91,100,0.66,TD,1693940147
191,bereznik,62.8551,42.7072,14.78,77,100,4.03,RU,1693939572
192,aras-asan,8.8908,126.3033,25.63,90,100,1.9,PH,1693940148
193,selfoss,63.9331,-20.9971,11.69,95,100,4.93,IS,1693939287
194,phalaborwa,-23.943,31.1411,26.6,26,0,2.64,ZA,1693940149
195,armacao de buzios,-22.7469,-41.8817,26.09,86,34,6.62,BR,1693940004
196,xining,36.6167,101.7667,15.81,77,47,1.12,CN,1693940150
197,inhambane,-23.865,35.3833,23.99,78,20,4.63,MZ,1693939586
198,luderitz,-26.6481,15.1594,13.19,55,100,13.64,NA,1693940151
199,safotu,-13.4513,-172.4018,27.23,80,59,11.25,WS,1693940152
200,hasaki,35.7333,140.8333,26.28,84,98,5.83,JP,1693939682
201,olonkinbyen,70.9221,-8.7187,5.63,90,67,8.3,SJ,1693940153
202,taltal,-25.4,-70.4833,19.52,61,22,2.88,CL,1693939569
203,nar'yan-mar,67.6713,53.087,14.05,85,100,5.69,RU,1693939668
204,boende,-0.2167,20.8667,22.25,92,100,1.09,CD,1693940155
205,katsuura,35.1333,140.3,26.65,86,100,6.64,JP,1693939844
206,puerto colombia,10.9878,-74.9547,35.05,74,55,7.43,CO,1693940156
207,la ciotat,43.1748,5.6045,25.34,67,7,2.57,FR,1693940156
208,stara syniava,49.6032,27.6191,14.21,58,0,2.61,UA,1693940157
209,st. john's,47.5649,-52.7093,19.6,94,100,3.09,CA,1693939600
210,anadyr,64.75,177.4833,3.28,100,75,9.0,RU,1693940158
211,choma,-16.8065,26.9531,20.69,31,0,3.1,ZM,1693940158
212,victorica,-36.2151,-65.4359,15.02,38,100,9.5,AR,1693940159
213,ratanpur,22.3,82.1667,24.52,92,100,2.07,IN,1693940160
214,hong kong,22.2855,114.1577,29.62,77,100,1.79,HK,1693940009
215,port alfred,-33.5906,26.891,12.32,73,42,2.24,ZA,1693939728
216,zhongxing new village,23.9591,120.6852,26.32,89,100,1.13,TW,1693940161
217,bismarck,46.8083,-100.7837,14.68,90,100,7.72,US,1693940162
218,tabora,-5.0167,32.8,25.6,34,28,0.93,TZ,1693940163
219,bahia honda,22.9036,-83.1592,32.64,57,58,2.28,CU,1693940164
220,ghanzi,-21.5667,21.7833,23.37,14,9,3.58,BW,1693940164
221,igarka,67.4667,86.5833,4.38,76,0,2.36,RU,1693940165
222,karratha,-20.7377,116.8463,19.13,71,85,2.01,AU,1693940165
223,klaksvik,62.2266,-6.589,10.51,81,28,1.99,FO,1693940166
224,pyt-yakh,60.7499,72.8582,10.92,73,100,3.3,RU,1693940166
225,leua,48.2156,18.6071,21.94,58,81,2.24,SK,1693940167
226,afaahiti,-17.75,-149.2833,24.93,87,100,10.14,PF,1693940167
227,nova olimpia,-14.7972,-57.2881,38.74,21,100,0.37,BR,1693940168
228,taozhuang,34.85,117.3333,21.43,90,0,1.83,CN,1693940169
229,port douglas,-16.4833,145.4667,20.5,86,59,2.52,AU,1693940169
230,smara,26.7384,-11.6719,31.87,20,10,3.94,EH,1693940170
231,lebu,-37.6167,-73.65,9.38,93,100,11.38,CL,1693939594
232,canutama,-6.5339,-64.3831,40.83,15,5,1.75,BR,1693940171
233,luoyang,34.6836,112.4536,22.52,90,6,0.76,CN,1693940171
234,inongo,-1.95,18.2667,21.6,89,18,1.86,CD,1693940172
235,kristiansund,63.1115,7.732,12.36,71,40,6.17,NO,1693939786
236,shakawe,-18.3667,21.85,21.83,10,0,2.41,BW,1693940173
237,zelenoborskiy,66.845,32.3622,7.03,74,40,2.37,RU,1693940174
238,susuman,62.7833,148.1667,1.82,75,96,1.36,RU,1693939586
239,ilha de mocambique,-15.0342,40.7358,24.76,80,0,4.39,MZ,1693940175
240,nikolayevsk-on-amure,53.1406,140.73,10.51,98,100,2.01,RU,1693940176
241,moranbah,-22.0016,148.0466,15.62,81,0,2.8,AU,1693940176
242,irkutsk,52.2978,104.2964,14.43,100,0,4.02,RU,1693940125
243,la reforma,25.0833,-108.05,33.75,60,39,4.16,MX,1693940178
244,talnakh,69.4865,88.3972,4.56,79,48,0.74,RU,1693940178
245,puttalam,8.0362,79.8283,26.99,83,64,8.82,LK,1693940163
246,dagomys,43.6703,39.6689,22.97,77,5,2.5,RU,1693940179
247,mudbidri,13.0833,74.9833,24.79,94,75,1.54,IN,1693940180
248,kegen,43.0197,79.2203,6.41,71,1,1.74,KZ,1693940180
249,crane,31.3974,-102.3501,38.28,18,0,1.39,US,1693940181
250,lib,8.3122,167.3766,27.92,80,100,4.81,MH,1693939782
251,santiago de cao,-7.9589,-79.2392,23.07,68,26,5.14,PE,1693940182
252,saint-joseph,-21.3667,55.6167,19.21,78,48,3.79,RE,1693939827
253,baukau,51.5526,7.2042,26.52,57,91,0.89,DE,1693940183
254,coxen hole,16.3244,-86.5366,30.6,70,0,5.14,HN,1693940146
255,bo rai,12.5728,102.5371,24.33,98,100,1.33,TH,1693940185
256,bam,29.106,58.357,30.03,12,0,3.48,IR,1693940186
257,amper,9.35,9.7,24.14,77,5,2.16,NG,1693940186
258,calatayud,41.3535,-1.6432,26.4,46,19,5.39,ES,1693940187
259,saint croix,17.7397,-64.7388,33.25,71,0,4.12,VI,1693939578
260,wenchang,30.904,118.4887,23.26,96,0,2.35,CN,1693940188
261,pimentel,-6.8367,-79.9342,26.16,61,0,6.17,PE,1693940188
262,belebey,54.1167,54.1167,14.05,75,56,0.8,RU,1693940189
263,mount gambier,-37.8333,140.7667,8.13,73,100,4.59,AU,1693939783
264,hammerfest,70.6634,23.6821,8.25,81,40,7.2,NO,1693939645
265,puerto lempira,15.2667,-83.7667,28.08,74,40,0.0,HN,1693940191
266,waddan,29.1614,16.139,26.78,49,62,8.98,LY,1693939838
267,pitanga,-24.7572,-51.7614,22.56,56,100,0.59,BR,1693940192
268,hailar,49.2,119.7,12.96,88,7,1.67,CN,1693940193
269,fort bragg,35.139,-79.006,36.06,47,0,3.6,US,1693939748
270,cienfuegos,22.1461,-80.4356,34.08,59,40,2.06,CU,1693940175
271,neyriz,29.1988,54.3278,25.98,15,0,3.17,IR,1693940194
272,brentwood,40.7812,-73.2462,34.49,60,75,4.12,US,1693940145
273,cockburn town,21.4612,-71.1419,29.49,72,51,2.26,TC,1693940195
274,zmeinogorsk,51.1567,82.195,10.95,87,98,0.91,RU,1693940196
275,komsomol'skiy,43.9783,46.6985,21.26,89,15,3.05,RU,1693940197
276,flin flon,54.7682,-101.865,13.91,38,20,6.17,CA,1693939769
277,saint-philippe,-21.3585,55.7679,19.77,77,41,4.02,RE,1693939753
278,san rafael,-34.6177,-68.3301,15.21,41,92,5.23,AR,1693939750
279,nkhata bay,-11.6066,34.2907,23.41,62,0,1.48,MW,1693940199
280,nova olinda do norte,-3.8881,-59.0942,40.85,17,3,1.89,BR,1693940199
281,maxixe,-23.8597,35.3472,23.9,78,20,4.63,MZ,1693939839
282,bel ombre,-4.6167,55.4167,26.91,78,40,7.2,SC,1693940201
283,nadi,-17.8,177.4167,19.0,88,75,0.0,FJ,1693940201
284,puerto ayora,-0.7393,-90.3518,29.98,87,61,4.02,EC,1693940200
285,itaituba,-4.2761,-55.9836,37.09,41,20,2.57,BR,1693940203
286,hadibu,12.65,54.0333,26.08,82,90,4.67,YE,1693940203
287,bermeo,43.4209,-2.7215,30.11,74,0,4.56,ES,1693940204
288,alexander city,32.944,-85.9539,32.95,48,40,1.54,US,1693940068
289,aksu,41.1231,80.2644,20.96,24,0,0.68,CN,1693940205
290,lazaro cardenas,17.9583,-102.2,30.64,63,100,5.03,MX,1693939498
291,morehead city,34.7229,-76.726,34.46,71,0,4.12,US,1693940141
292,wajir,1.7471,40.0573,30.98,42,0,1.54,KE,1693940207
293,shanga,11.2106,4.5788,25.37,84,16,2.64,NG,1693940207
294,kataba,13.9833,44.3833,21.93,63,27,0.93,YE,1693940208
295,walvis bay,-22.9575,14.5053,13.37,69,100,8.41,NA,1693940208
296,klyuchi,52.2667,79.1667,11.64,62,86,2.2,RU,1693940209
297,mont-dore,-22.2833,166.5833,21.11,99,100,3.45,NC,1693940210
298,lompoc,34.6391,-120.4579,30.01,74,1,2.68,US,1693940210
299,santa terezinha,-29.9002,-50.0904,14.72,70,82,5.0,BR,1693940211
300,tsiroanomandidy,-18.7667,46.0333,20.54,38,5,1.66,MG,1693940212
301,tabas,33.5959,56.9244,33.12,15,0,1.03,IR,1693940212
302,pokhara,28.2333,83.9833,24.29,53,100,2.15,NP,1693940213
303,isla vista,34.4133,-119.861,29.58,77,100,4.12,US,1693939684
304,sirte,31.2089,16.5887,25.74,57,0,5.88,LY,1693940214
305,karmala,18.4167,75.2,25.39,76,99,4.82,IN,1693940214
306,ujae,8.9322,165.7642,28.33,78,99,4.71,MH,1693940215
307,chake chake,-5.2459,39.7666,23.74,86,5,4.67,TZ,1693940216
308,basco,20.4487,121.9702,25.95,91,100,3.02,PH,1693940216
309,khandyga,62.6667,135.6,6.24,84,100,2.15,RU,1693940217
310,mulayjah,27.271,48.4242,36.62,20,0,2.99,SA,1693940217
311,uvalde,29.3669,-99.767,35.18,50,0,4.63,US,1693940218
312,fortuna,40.5982,-124.1573,21.07,75,20,0.89,US,1693940218
313,san rafael del sur,11.8485,-86.4384,32.54,53,34,3.45,NI,1693940219
314,kosh-agach,50.0,88.6667,5.0,74,74,1.22,RU,1693939813
315,quellon,-43.1167,-73.6167,11.14,66,100,3.6,CL,1693940220
316,levuka,50.1834,-105.4011,12.85,50,20,1.03,CA,1693939837
317,cocorit,27.5833,-109.9667,37.94,27,0,1.44,MX,1693940221
318,salym,60.0625,71.4789,7.4,77,100,3.19,RU,1693939734
319,hisua,24.8333,85.4167,28.1,88,98,0.45,IN,1693940222
320,sandnessjoen,66.0217,12.6316,11.06,82,75,3.6,NO,1693939741
321,sao vicente,-23.9631,-46.3919,22.77,54,100,2.06,BR,1693939769
322,zav'yalovo,56.7847,53.3776,14.66,92,30,1.34,RU,1693940224
323,novyy urengoy,66.0833,76.6333,8.91,72,94,2.35,RU,1693940224
324,new norfolk,-42.7826,147.0587,9.38,86,100,2.1,AU,1693939627
325,griffith,41.5284,-87.4237,33.36,48,75,8.23,US,1693940225
326,shali,43.1481,45.9019,24.63,71,1,1.62,RU,1693940226
327,buka,40.8108,69.1986,17.34,28,0,2.64,UZ,1693939743
328,tiszafured,47.6167,20.7667,19.65,49,0,3.26,HU,1693940227
329,haiku-pauwela,20.9219,-156.3051,28.43,63,0,0.45,US,1693940228
330,kirakira,-10.4544,161.9205,25.94,88,85,5.16,SB,1693940228
331,ola,59.5833,151.2833,7.86,85,100,1.43,RU,1693940229
332,wuwei,37.9281,102.6414,22.57,49,69,2.37,CN,1693940205
333,al hazm,16.1641,44.7769,31.74,15,11,3.44,YE,1693940230
334,awjilah,29.1081,21.2869,29.46,26,66,3.19,LY,1693940231
335,belmonte,-15.8631,-38.8828,25.2,78,18,4.36,BR,1693940231
336,trairi,-3.2778,-39.2689,28.79,64,0,7.52,BR,1693940232
337,shimoda,34.6667,138.95,25.61,88,100,5.35,JP,1693940232
338,sechura,-5.5569,-80.8222,26.55,59,24,6.92,PE,1693940233
339,mil'kovo,55.6078,37.7956,16.86,60,100,2.94,RU,1693940234
340,mantua,45.1667,10.7833,25.53,63,100,0.89,IT,1693939754
341,kavaratti,10.5669,72.642,27.97,79,100,6.47,IN,1693940235
342,sao raimundo das mangabeiras,-7.0219,-45.4811,38.49,13,0,3.6,BR,1693940235
343,kruisfontein,-34.0033,24.7314,10.75,72,21,6.86,ZA,1693940236
344,la ronge,55.1001,-105.2842,15.14,38,20,2.06,CA,1693940236
345,edea,3.8,10.1333,23.64,94,90,1.32,CM,1693940237
346,glace bay,46.1969,-59.957,18.92,96,100,6.17,CA,1693940237
347,kudymkar,59.0173,54.656,11.16,94,40,1.99,RU,1693940238
348,la passe,45.5549,-0.8967,30.13,56,83,3.79,FR,1693940239
349,hermanus,-34.4187,19.2345,11.0,69,5,6.53,ZA,1693940239
350,port saint john's,-31.6229,29.5448,15.5,59,99,7.05,ZA,1693940240
351,amuntai,-2.4177,115.2494,22.6,96,15,0.61,ID,1693940240
352,plettenberg bay,-34.0527,23.3716,11.9,74,28,5.94,ZA,1693939728
353,lodja,-3.4833,23.4333,21.49,85,6,1.37,CD,1693940241
354,tual,-5.6667,132.75,25.04,83,28,6.73,ID,1693939733
355,gobabis,-22.45,18.9667,18.5,19,14,9.68,NA,1693939766
356,sao felix do xingu,-6.6447,-51.995,39.11,15,24,2.46,BR,1693940243
357,gambiran satu,-8.3939,114.1464,21.79,95,91,0.21,ID,1693940244
358,tambopata,-12.7333,-69.1833,32.94,55,20,2.06,PE,1693940244
359,tsiombe,-25.3,45.4833,21.14,74,0,1.82,MG,1693940245
360,gonzalez,30.5816,-87.2914,34.1,57,0,6.17,US,1693940245
361,sao sepe,-30.1606,-53.5653,15.83,60,0,2.93,BR,1693940246
362,corcoran,36.098,-119.5604,28.65,27,0,1.2,US,1693940246
363,road town,18.4167,-64.6167,33.02,58,40,3.6,VG,1693939682
364,abu dhabi,24.4667,54.3667,35.53,63,0,2.06,AE,1693940000
365,pijijiapan,15.7011,-93.23,32.14,61,17,3.69,MX,1693940221
